name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_name,car_model,car_age,depreciation,log_km_driven
Hyundai EON Magna Plus,2018.0,1150000.0,14825.0,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna Plus,7.0,0.0,9.604137675216665
Honda BR-V i-DTEC VX MT,2017.0,910000.0,43377.0,Deisel,Dealer,Manual,First Owner,Honda,BR-V i-DTEC VX MT,8.0,0.0,10.677707679122552
Ford Figo Diesel Titanium,2010.0,160000.0,102307.0,Deisel,Dealer,Manual,First Owner,Ford,Figo Diesel Titanium,15.0,0.6,11.535743150250674
Maruti Zen LX,2004.0,105000.0,79000.0,Petrol,Individual,Manual,Second Owner,Maruti,Zen LX,21.0,0.8,11.277215789596893
Skoda Octavia Elegance 2.0 TDI AT,2014.0,1582499.5,135000.0,Deisel,Individual,Automatic,Third Owner,Skoda,Octavia Elegance 2.0 TDI AT,11.0,0.3,11.813037464800539
Renault KWID 1.0 RXT Optional,2017.0,300000.0,10500.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,8.0,0.0,9.259225769705994
Maruti Wagon R LXI,2004.0,70000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Wagon R LXI,21.0,0.8,11.407576060361786
Chevrolet Beat Diesel,2012.0,160000.0,80000.0,Deisel,Individual,Manual,First Owner,Chevrolet,Beat Diesel,13.0,0.6,11.289794413577894
Chevrolet Beat Diesel LS,2012.0,160000.0,50000.0,Deisel,Individual,Manual,First Owner,Chevrolet,Beat Diesel LS,13.0,0.6,10.819798284210286
Chevrolet Sail Hatchback LT ABS,2013.0,225000.0,80000.0,Deisel,Individual,Manual,First Owner,Chevrolet,Sail Hatchback LT ABS,12.0,0.3,11.289794413577894
Honda Jazz 1.5 VX i DTEC,2018.0,790000.0,19571.0,Deisel,Dealer,Manual,First Owner,Honda,Jazz 1.5 VX i DTEC,7.0,0.0,9.881855252409014
Honda City 1.3 EXI,2002.0,145000.0,100000.0,Petrol,Individual,Manual,First Owner,Honda,City 1.3 EXI,23.0,0.8,11.51293546492023
Hyundai EON Magna Plus,2018.0,1200000.0,29600.0,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna Plus,7.0,0.0,10.295563423525277
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,930000.0,20000.0,Deisel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,7.0,0.0,9.90353755128617
Hyundai EON D Lite,2016.0,210000.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON D Lite,9.0,0.0,10.308985993422082
Hyundai Getz 1.5 CRDi GVS,2008.0,110000.0,154000.0,Deisel,Individual,Manual,Third Owner,Hyundai,Getz 1.5 CRDi GVS,17.0,0.8,11.944714374881176
Maruti Swift LXI,2011.0,175000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift LXI,14.0,0.6,11.156264806643742
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018.0,950000.0,15000.0,Deisel,Individual,Automatic,First Owner,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,7.0,0.0,9.61587214452889
Renault Lodgy Stepway 85PS RXZ 8S,2017.0,650000.0,39157.0,Deisel,Individual,Manual,First Owner,Renault,Lodgy Stepway 85PS RXZ 8S,8.0,0.0,10.575360022817218
Maruti Alto LX BSIII,2008.0,85000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LX BSIII,17.0,0.8,11.695255355062795
Maruti Celerio LXI MT BSIV,2019.0,340000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Celerio LXI MT BSIV,6.0,0.0,10.819798284210286
Renault Captur 1.5 Diesel RXT,2017.0,825000.0,13500.0,Deisel,Individual,Manual,First Owner,Renault,Captur 1.5 Diesel RXT,8.0,0.0,9.510519035757246
Toyota Etios 1.5 V,2016.0,509999.0,35000.0,Petrol,Individual,Manual,First Owner,Toyota,Etios 1.5 V,9.0,0.0,10.463131911491967
Renault Duster 85PS Diesel RxL,2013.0,450000.0,1000.0,Deisel,Dealer,Manual,Second Owner,Renault,Duster 85PS Diesel RxL,12.0,0.3,6.90875477931522
Mercedes-Benz C-Class Progressive C 220d,2018.0,3800000.0,10000.0,Deisel,Dealer,Automatic,First Owner,Mercedes-Benz,C-Class Progressive C 220d,7.0,0.0,9.210440366976517
Audi A4 3.0 TDI Quattro,2013.0,1580000.0,86000.0,Deisel,Dealer,Automatic,First Owner,Audi,A4 3.0 TDI Quattro,12.0,0.3,11.362114203075018
BMW X5 xDrive 30d xLine,2019.0,4950000.0,30000.0,Deisel,Dealer,Automatic,First Owner,BMW,X5 xDrive 30d xLine,6.0,0.0,10.308985993422082
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,52600.0,Deisel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX,9.0,0.0,10.87049040995193
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000.0,19890.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT,8.0,0.0,9.89802264710506
Maruti Swift ZXI BSIV,2016.0,670000.0,7104.0,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI BSIV,9.0,0.0,8.868554040531201
Maruti Ertiga VXI,2015.0,625000.0,11918.0,Petrol,Individual,Manual,First Owner,Maruti,Ertiga VXI,10.0,0.3,9.385889044482708
Hyundai Grand i10 Magna AT,2017.0,520000.0,10510.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT,8.0,0.0,9.260177606823355
Chevrolet Beat LT Option,2016.0,239000.0,41000.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Beat LT Option,9.0,0.0,10.62135173563291
Toyota Fortuner 4x2 AT,2017.0,2600000.0,47162.0,Deisel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT,8.0,0.0,10.761364965859624
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Deisel,Trustmark Dealer,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH,10.0,0.3,10.735853049472523
Hyundai i10 Magna,2012.0,229999.0,49824.0,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna,13.0,0.6,10.816272145080996
Audi A6 2.0 TDI Premium Plus,2013.0,1300000.0,70000.0,Deisel,Dealer,Automatic,First Owner,Audi,A6 2.0 TDI Premium Plus,12.0,0.3,11.156264806643742
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS,20.0,0.8,10.943428518789158
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Deisel,Dealer,Manual,First Owner,Skoda,Laura Ambiente 2.0 TDI CR MT,13.0,0.6,10.859018228147887
Hyundai Verna 1.6 VTVT SX,2015.0,760000.0,55340.0,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX,10.0,0.3,10.921269323289689
Maruti Swift Dzire VDI,2017.0,600000.0,46507.0,Deisel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,8.0,0.0,10.747379619788498
Renault Duster 85PS Diesel RxL,2013.0,450000.0,1000.0,Deisel,Dealer,Manual,Second Owner,Renault,Duster 85PS Diesel RxL,12.0,0.3,6.90875477931522
Mercedes-Benz C-Class Progressive C 220d,2018.0,3800000.0,10000.0,Deisel,Dealer,Automatic,First Owner,Mercedes-Benz,C-Class Progressive C 220d,7.0,0.0,9.210440366976517
Audi A4 3.0 TDI Quattro,2013.0,1580000.0,86000.0,Deisel,Dealer,Automatic,First Owner,Audi,A4 3.0 TDI Quattro,12.0,0.3,11.362114203075018
BMW X5 xDrive 30d xLine,2019.0,4950000.0,30000.0,Deisel,Dealer,Automatic,First Owner,BMW,X5 xDrive 30d xLine,6.0,0.0,10.308985993422082
Hyundai Creta 1.6 CRDi SX,2016.0,535000.0,52600.0,Deisel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX,9.0,0.0,10.87049040995193
Maruti SX4 Vxi BSIV,2012.0,225000.0,110000.0,Petrol,Individual,Manual,Second Owner,Maruti,SX4 Vxi BSIV,13.0,0.6,11.608244735642321
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000.0,19890.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 1.2 Kappa Magna AT,8.0,0.0,9.89802264710506
Maruti Swift ZXI BSIV,2016.0,670000.0,7104.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Swift ZXI BSIV,9.0,0.0,8.868554040531201
Maruti Ertiga VXI,2015.0,625000.0,11918.0,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Ertiga VXI,10.0,0.3,9.385889044482708
Hyundai Grand i10 Magna AT,2017.0,520000.0,10510.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Magna AT,8.0,0.0,9.260177606823355
Chevrolet Beat LT Option,2016.0,239000.0,41000.0,Petrol,Dealer,Manual,First Owner,Chevrolet,Beat LT Option,9.0,0.0,10.62135173563291
Toyota Fortuner 4x2 AT,2017.0,2600000.0,47162.0,Deisel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT,8.0,0.0,10.761364965859624
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Deisel,Individual,Manual,First Owner,Maruti,S-Cross Zeta DDiS 200 SH,10.0,0.3,10.735853049472523
Hyundai i10 Magna,2012.0,229999.0,49824.0,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Magna,13.0,0.6,10.816272145080996
Audi A6 2.0 TDI Premium Plus,2013.0,1300000.0,58500.0,Deisel,Dealer,Automatic,First Owner,Audi,A6 2.0 TDI Premium Plus,12.0,0.3,10.97679912709094
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS,20.0,0.8,10.943428518789158
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Deisel,Dealer,Manual,First Owner,Skoda,Laura Ambiente 2.0 TDI CR MT,13.0,0.6,10.859018228147887
Hyundai Verna 1.6 VTVT SX,2015.0,760000.0,55340.0,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,Verna 1.6 VTVT SX,10.0,0.3,10.921269323289689
Maruti Swift Dzire VDI,2016.0,600000.0,46507.0,Deisel,Trustmark Dealer,Manual,First Owner,Maruti,Swift Dzire VDI,9.0,0.0,10.747379619788498
Maruti Baleno Alpha 1.3,2017.0,650000.0,70000.0,Deisel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3,8.0,0.0,11.156264806643742
Chevrolet Spark 1.0 LS,2011.0,140000.0,60000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,Spark 1.0 LS,14.0,0.6,11.002116507732017
Maruti Alto LXi,2011.0,150000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto LXi,14.0,0.6,11.156264806643742
Datsun GO Plus A Option Petrol,2018.0,450000.0,10000.0,Petrol,Individual,Manual,Second Owner,Datsun,GO Plus A Option Petrol,7.0,0.0,9.210440366976517
Hyundai Accent CRDi,2006.0,170000.0,245244.0,Deisel,Individual,Manual,Fourth & Above Owner,Hyundai,Accent CRDi,19.0,0.8,12.410012989859947
Renault KWID 1.0 RXT Optional,2017.0,400000.0,60000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,8.0,0.0,11.002116507732017
Tata Tiago 1.2 Revotron XE,2016.0,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XE,9.0,0.0,10.308985993422082
Maruti Alto 800 Base,2012.0,250000.0,8000.0,Petrol,Individual,Manual,First Owner,Maruti,Alto 800 Base,13.0,0.6,8.987321812850125
Tata Tigor 1.2 Revotron XM,2019.0,500000.0,10000.0,Petrol,Individual,Manual,First Owner,Tata,Tigor 1.2 Revotron XM,6.0,0.0,9.210440366976517
Nissan Sunny Diesel XL,2012.0,300000.0,110000.0,Deisel,Individual,Manual,First Owner,Nissan,Sunny Diesel XL,13.0,0.6,11.608244735642321
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro GS,20.0,0.8,10.943428518789158
Mahindra XUV500 AT W8 FWD,2015.0,740000.0,45000.0,Deisel,Dealer,Automatic,First Owner,Mahindra,XUV500 AT W8 FWD,10.0,0.3,10.714439990727769
Hyundai Santro Xing XG,2005.0,70000.0,68500.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Xing XG,20.0,0.8,11.134603622683905
Hyundai Santro Sportz AMT,2019.0,484999.0,5007.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Santro Sportz AMT,6.0,0.0,8.518791912779934
Nissan Micra Active XV S,2013.0,164000.0,70000.0,Petrol,Individual,Manual,First Owner,Nissan,Micra Active XV S,12.0,0.3,11.156264806643742
Honda City 1.5 V AT,2008.0,140000.0,70000.0,Petrol,Individual,Automatic,First Owner,Honda,City 1.5 V AT,17.0,0.8,11.156264806643742
Mercedes-Benz E-Class E250 CDI Elegance,2011.0,999000.0,49600.0,Deisel,Dealer,Automatic,First Owner,Mercedes-Benz,E-Class E250 CDI Elegance,14.0,0.6,10.811766273800105
Maruti Alto LXI,2005.0,56000.0,23000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXI,20.0,0.8,10.043292972227004
BMW 7 Series 730Ld,2006.0,1050000.0,100000.0,Deisel,Dealer,Automatic,First Owner,BMW,7 Series 730Ld,19.0,0.8,11.51293546492023
Hyundai i10 Sportz 1.2,2010.0,190000.0,38000.0,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Sportz 1.2,15.0,0.6,10.545367754151743
Mercedes-Benz C-Class Progressive C 220d,2018.0,3899000.0,22000.0,Deisel,Dealer,Automatic,First Owner,Mercedes-Benz,C-Class Progressive C 220d,7.0,0.0,9.99884318585288
Hyundai i10 Sportz 1.2,2011.0,235000.0,76400.0,Petrol,Dealer,Manual,First Owner,Hyundai,i10 Sportz 1.2,14.0,0.6,11.243751064074187
Renault KWID 1.0 RXT Optional,2017.0,350000.0,10171.0,Petrol,Dealer,Manual,First Owner,Renault,KWID 1.0 RXT Optional,8.0,0.0,9.227394126542011
Renault Duster 110PS Diesel RxL,2015.0,465000.0,41123.0,Deisel,Dealer,Manual,First Owner,Renault,Duster 110PS Diesel RxL,10.0,0.3,10.62434717166261
Toyota Camry Hybrid 2.5,2017.0,1900000.0,20118.0,Petrol,Dealer,Automatic,First Owner,Toyota,Camry Hybrid 2.5,8.0,0.0,9.909419921189237
Honda City i DTec SV,2014.0,450000.0,40000.0,Deisel,Dealer,Manual,First Owner,Honda,City i DTec SV,11.0,0.3,10.596659732783579
Volkswagen Jetta 2.0L TDI Highline,2015.0,790000.0,52517.0,Deisel,Dealer,Manual,First Owner,Volkswagen,Jetta 2.0L TDI Highline,10.0,0.3,10.868911246960494
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,450000.0,99117.0,Deisel,Dealer,Manual,First Owner,Ford,Ecosport 1.5 DV5 MT Titanium Optional,11.0,0.3,11.504066338536903
Chevrolet Spark 1.0 LS,2009.0,135000.0,90000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Spark 1.0 LS,16.0,0.8,11.407576060361786
Maruti Celerio ZXI MT BSIV,2019.0,425000.0,3700.0,Petrol,Individual,Manual,First Owner,Maruti,Celerio ZXI MT BSIV,6.0,0.0,8.216358332386156
Tata Indica Vista Terra 1.4 TDI,2010.0,100000.0,80000.0,Deisel,Individual,Manual,Second Owner,Tata,Indica Vista Terra 1.4 TDI,15.0,0.6,11.289794413577894
Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,530000.0,100000.0,Deisel,Individual,Manual,Second Owner,Ford,EcoSport 1.5 TDCi Titanium BSIV,10.0,0.3,11.51293546492023
Tata Indica Vista Aqua 1.4 TDI,2011.0,90000.0,54000.0,Deisel,Individual,Manual,First Owner,Tata,Indica Vista Aqua 1.4 TDI,14.0,0.6,10.896757843893464
Hyundai EON Era Plus,2017.0,250000.0,19000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Era Plus,8.0,0.0,9.852246888342531
Maruti Swift Dzire VDI,2014.0,300000.0,70000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,11.0,0.3,11.156264806643742
Maruti Wagon R VXI BS IV,2014.0,275000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV,11.0,0.3,10.308985993422082
Honda BRV i-VTEC V MT,2017.0,600000.0,43500.0,Petrol,Individual,Manual,First Owner,Honda,BRV i-VTEC V MT,8.0,0.0,10.680539205318292
Renault KWID RXT,2016.0,270000.0,60000.0,Petrol,Individual,Manual,Second Owner,Renault,KWID RXT,9.0,0.0,11.002116507732017
Renault KWID RXT Optional,2016.0,240000.0,70000.0,Petrol,Individual,Manual,Second Owner,Renault,KWID RXT Optional,9.0,0.0,11.156264806643742
Skoda Octavia Elegance 2.0 TDI AT,2014.0,1200000.0,135000.0,Deisel,Individual,Automatic,Third Owner,Skoda,Octavia Elegance 2.0 TDI AT,11.0,0.3,11.813037464800539
Chevrolet Beat Diesel LS,2012.0,160000.0,80000.0,Deisel,Individual,Manual,First Owner,Chevrolet,Beat Diesel LS,13.0,0.6,11.289794413577894
Honda Jazz 1.5 VX i DTEC,2018.0,790000.0,19571.0,Deisel,Dealer,Manual,First Owner,Honda,Jazz 1.5 VX i DTEC,7.0,0.0,9.881855252409014
Honda City i-VTEC ZX,2018.0,1200000.0,29600.0,Petrol,Dealer,Manual,First Owner,Honda,City i-VTEC ZX,7.0,0.0,10.295563423525277
Maruti Swift LXI,2011.0,175000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift LXI,14.0,0.6,11.156264806643742
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018.0,950000.0,15000.0,Deisel,Individual,Automatic,First Owner,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,7.0,0.0,9.61587214452889
Maruti Celerio LXI MT BSIV,2019.0,340000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Celerio LXI MT BSIV,6.0,0.0,10.819798284210286
Renault Captur 1.5 Diesel RXT,2017.0,825000.0,13500.0,Deisel,Individual,Manual,First Owner,Renault,Captur 1.5 Diesel RXT,8.0,0.0,9.510519035757246
Audi A4 30 TFSI Technology,2018.0,3100000.0,25000.0,Petrol,Individual,Automatic,First Owner,Audi,A4 30 TFSI Technology,7.0,0.0,10.12667110305036
Honda Amaze VX Diesel BSIV,2018.0,790000.0,25000.0,Deisel,Dealer,Manual,First Owner,Honda,Amaze VX Diesel BSIV,7.0,0.0,10.12667110305036
Toyota Corolla Altis 1.8 VL AT,2010.0,350000.0,80000.0,Petrol,Individual,Automatic,Third Owner,Toyota,Corolla Altis 1.8 VL AT,15.0,0.6,11.289794413577894
Honda Amaze VX Petrol BSIV,2018.0,690000.0,39000.0,Petrol,Dealer,Manual,First Owner,Honda,Amaze VX Petrol BSIV,7.0,0.0,10.571342565808699
Chevrolet Beat LT Option,2016.0,245000.0,60000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Beat LT Option,9.0,0.0,11.002116507732017
Honda Amaze VX Diesel BSIV,2018.0,790000.0,49000.0,Deisel,Dealer,Manual,First Owner,Honda,Amaze VX Diesel BSIV,7.0,0.0,10.799595985047786
Hyundai EON Magna Plus,2018.0,680000.0,48600.0,Petrol,Dealer,Manual,First Owner,Hyundai,EON Magna Plus,7.0,0.0,10.791399385808587
Hyundai Grand i10 Asta Option,2017.0,540000.0,39157.0,Petrol,Individual,Manual,Second Owner,Hyundai,Grand i10 Asta Option,8.0,0.0,10.575360022817218
Maruti Zen Estilo Sports,2008.0,140000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo Sports,17.0,0.8,11.695255355062795
Maruti Ertiga ZDI Plus,2019.0,1100000.0,30000.0,Deisel,Individual,Manual,First Owner,Maruti,Ertiga ZDI Plus,6.0,0.0,10.308985993422082
Renault Lodgy 85PS RxL,2015.0,715000.0,35000.0,Deisel,Individual,Manual,First Owner,Renault,Lodgy 85PS RxL,10.0,0.3,10.463131911491967
Maruti Swift VXI,2013.0,370000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift VXI,12.0,0.3,11.407576060361786
Hyundai Verna CRDi ABS,2007.0,175000.0,80000.0,Deisel,Individual,Manual,Second Owner,Hyundai,Verna CRDi ABS,18.0,0.8,11.289794413577894
Mercedes-Benz E-Class 230,1998.0,1000000.0,35000.0,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz,E-Class 230,27.0,0.8,10.463131911491967
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI,12.0,0.3,10.12667110305036
Tata Xenon XT EX 4X2,2014.0,291000.0,90000.0,Deisel,Individual,Manual,First Owner,Tata,Xenon XT EX 4X2,11.0,0.3,11.407576060361786
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto 800 LXI,12.0,0.3,10.12667110305036
Renault KWID 1.0 RXT Optional,2016.0,542500.0,50000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,9.0,0.0,10.819798284210286
Maruti Swift Dzire VDI,2015.0,650000.0,58000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,10.0,0.3,10.968215530759236
Maruti Wagon R LX BS IV,2014.0,350000.0,40000.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LX BS IV,11.0,0.3,10.596659732783579
Maruti Wagon R LXI,2008.0,75000.0,84000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI,17.0,0.8,11.338583982516495
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012.0,440000.0,70000.0,Deisel,Dealer,Manual,First Owner,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel),13.0,0.6,11.156264806643742
Hyundai Santro Xing GLS,2013.0,270000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing GLS,12.0,0.3,11.002116507732017
Toyota Innova 2.5 V Diesel 7-seater,2014.0,1150000.0,70000.0,Deisel,Dealer,Manual,First Owner,Toyota,Innova 2.5 V Diesel 7-seater,11.0,0.3,11.156264806643742
Maruti Ertiga VXI,2015.0,300000.0,70000.0,Petrol,Dealer,Manual,First Owner,Maruti,Ertiga VXI,10.0,0.3,11.156264806643742
Mercedes-Benz B Class B180 Sports,2013.0,1100000.0,40000.0,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz,B Class B180 Sports,12.0,0.3,10.596659732783579
Mahindra XUV500 W10 2WD,2015.0,629999.5,75000.0,Deisel,Dealer,Manual,Second Owner,Mahindra,XUV500 W10 2WD,10.0,0.3,11.225256725762893
Skoda Fabia 1.2L Diesel Ambiente,2010.0,260000.0,150000.0,Deisel,Individual,Manual,First Owner,Skoda,Fabia 1.2L Diesel Ambiente,15.0,0.6,11.918397239722838
Toyota Etios VD,2012.0,350000.0,140000.0,Deisel,Individual,Manual,Third Owner,Toyota,Etios VD,13.0,0.6,11.849404844423074
Toyota Etios Liva VD,2015.0,480000.0,55340.0,Deisel,Individual,Manual,First Owner,Toyota,Etios Liva VD,10.0,0.3,10.921269323289689
Toyota Etios Liva GD,2012.0,345000.0,137250.0,Deisel,Individual,Manual,Second Owner,Toyota,Etios Liva GD,13.0,0.6,11.829566645319733
Mahindra Scorpio M2DI,2013.0,500000.0,110000.0,Deisel,Individual,Manual,Second Owner,Mahindra,Scorpio M2DI,12.0,0.3,11.608244735642321
Renault KWID 1.0 RXT Optional,2017.0,595000.0,27000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,8.0,0.0,10.203629181337648
Hyundai Verna CRDi 1.6 SX Option,2019.0,1295000.0,9000.0,Deisel,Dealer,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option,6.0,0.0,9.105090961257085
Volkswagen Vento 1.5 TDI Highline BSIV,2019.0,1350000.0,5400.0,Deisel,Dealer,Manual,Test Drive Car,Volkswagen,Vento 1.5 TDI Highline BSIV,6.0,0.0,8.594339400592892
Maruti Alto 800 VXI,2020.0,541000.0,1000.0,Petrol,Dealer,Manual,Test Drive Car,Maruti,Alto 800 VXI,5.0,0.0,6.90875477931522
Hyundai Santro Asta,2018.0,515000.0,16000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Santro Asta,7.0,0.0,9.680406499268875
Ford Figo Aspire Titanium Plus Diesel,2019.0,894999.0,15000.0,Deisel,Dealer,Manual,Test Drive Car,Ford,Figo Aspire Titanium Plus Diesel,6.0,0.0,9.61587214452889
Renault Pulse RxZ Optional,2012.0,325000.0,47000.0,Deisel,Dealer,Manual,First Owner,Renault,Pulse RxZ Optional,13.0,0.6,10.757924157061597
Maruti Ciaz 1.4 Alpha,2018.0,925000.0,22000.0,Petrol,Individual,Manual,First Owner,Maruti,Ciaz 1.4 Alpha,7.0,0.0,9.99884318585288
Renault KWID 1.0 RXT Optional,2017.0,844999.0,30000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,8.0,0.0,10.308985993422082
Maruti Ciaz 1.4 Alpha,2018.0,925000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,Ciaz 1.4 Alpha,7.0,0.0,9.90353755128617
Toyota Camry M/t,2008.0,650000.0,75000.0,Petrol,Individual,Manual,Second Owner,Toyota,Camry M/t,17.0,0.8,11.225256725762893
Maruti Alto K10 LXI,2010.0,175000.0,64000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto K10 LXI,15.0,0.6,11.06665398721974
Maruti SX4 S Cross DDiS 320 Delta,2015.0,480000.0,80000.0,Deisel,Individual,Manual,First Owner,Maruti,SX4 S Cross DDiS 320 Delta,10.0,0.3,11.289794413577894
Renault Duster 85PS Diesel RxZ,2017.0,600000.0,90000.0,Deisel,Individual,Manual,First Owner,Renault,Duster 85PS Diesel RxZ,8.0,0.0,11.407576060361786
Maruti Swift ZXI Plus,2018.0,700000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift ZXI Plus,7.0,0.0,10.308985993422082
Toyota Corolla H3,2003.0,95000.0,120000.0,Petrol,Individual,Automatic,Second Owner,Toyota,Corolla H3,22.0,0.8,11.695255355062795
Maruti Celerio ZXI,2019.0,490000.0,20000.0,Petrol,Dealer,Manual,First Owner,Maruti,Celerio ZXI,6.0,0.0,9.90353755128617
Tata Safari DICOR 2.2 EX 4x2,2013.0,380000.0,100000.0,Deisel,Individual,Manual,First Owner,Tata,Safari DICOR 2.2 EX 4x2,12.0,0.3,11.51293546492023
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018.0,550000.0,31000.0,Petrol,Dealer,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,7.0,0.0,10.34177474101152
Maruti Alto 800 LXI,2013.0,225000.0,47000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI,12.0,0.3,10.757924157061597
Tata Nexon 1.2 Revotron XM,2018.0,570000.0,11200.0,Petrol,Individual,Manual,First Owner,Tata,Nexon 1.2 Revotron XM,7.0,0.0,9.32375833901174
Maruti Alto 800 LXI,2018.0,305000.0,35000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto 800 LXI,7.0,0.0,10.463131911491967
Maruti Wagon R Duo Lxi,2010.0,240000.0,50000.0,LPG,Dealer,Manual,First Owner,Maruti,Wagon R Duo Lxi,15.0,0.6,10.819798284210286
